Taxon,mean,sem
Tayassuidae,10.2683204604769,0.158186267631562
Tenrecidae,3.45071563564102,0.265867480892968
Thryonomyidae,8.06669288299592,0.163044876950192
Thylacomyidae,6.50602435910887,0.60840356753105
Thyropteridae,1.3247724991981,0.183739494646039
Tragulidae,8.36394724375286,0.37358112562942
Trichechidae,13.0079572992414,0.0334189960464582
Tupaiidae,4.93919760542844,0.118149649931904
Ursidae,11.7501125101708,0.194745968497868
Vespertilionidae,2.13032112863233,0.0432300261042141
Viverridae,7.97725501503924,0.149838098530853
Vombatidae,10.2355920729976,0.0666248079387504
Ziphiidae,14.9328036175269,0.138607870750411
Sinoconodon,6.24804287450843,0
Morganucodon,4.48863636973214,0
Megazostrodon,3.40119738166216,0
Haldanodon,3.48420001213127,0
Castorocauda,6.68461172766793,0
Hadrocodium,0.693147180559945,0
Shuotherium,1.70325752735288,0
Pseudotribos,2.86672093578693,0
Asfaltomylos,2.10293453257272,0
Ambondro,2.93704698875728,0
Ausktribosphenos,3.50092204570135,0
Bishops,3.72162153386176,0
Teinolophos,4.19139338123211,0
Steropodon,7.7696029189555,0
Obdurodon,7.61972421378267,0
Fruitafossor,1.54843000467299,0
Gobiconodon,5.76859908212418,0
Repenomamus,9.21034037197618,0
Amphilestes,3.99785311833333,0
Yanoconodon,2.83648914921357,0
Jeholodens,3.2188758248682,0
Priacodon,4.39501615439154,0
Plagiaulacidans,3.4589192848603,0
Cimolodontans,6.70897172397202,0
Tinodon,4.11534810212092,0
Spalacotherium,3.50094195740802,0
Zhangheotherium,4.24849524204936,0
Maotherium,4.4188406077966,0
Dryolestes,4.86414409430313,0
Vincelestes,7.11314210870709,0
Nanolestes,1.47449912990085,0
Kielantherium,3.19409735859251,0
Aegialodon,3.05775121696976,0
Montanalestes,2.2866336145067,0
Prokennalestes,2.58169603805416,0
Murtoilestes,3.91498860369143,0
Eomaia,3.2188758248682,0
Juramaia,2.83321334405622,0
Kennalestes,2.58073963067317,0
Asioryctes,3.17089451348913,0
Ukhaatherium,3.46573590279973,0
Zalambdalestes,4.09242678770253,0
Daulestes,2.00915157933413,0
Aspanlestes,3.53877946709198,0
Holoclemensia,3.34701183857731,0
Sinodelphys,3.68887945411394,0
Deltatheridium,5.0623662422975,0
Atokatheridium,2.65478768251742,0
Sulestes,4.81129959874108,0
Asiatherium,3.5345415157203,0
Kokopellia,3.96846811662057,0
Anchistodelphys,3.13814894987223,0
Albertatherium,4.39249535719332,0
Didelphodon,6.81659895994027,0
Pediomys,3.66740042243681,0
Turgidodon,5.12989871492307,0
Mayulestes,5.67395262235057,0
Pucadelphys,2.99573227355399,0
Andinodelphys,5.39400338480715,0
